TC_Number,Category,Class_Name,Method_Name,Description,Groups
502,Uploader,UploaderTests,verifyDeleteWithActiveSubscription,,
503,Uploader,UploaderTests,verifyLongDescriptionInput,,
504,Uploader,UploaderTests,verifyDeleteFromSearchResults,,
505,Uploader,UploaderTests,verifySessionTimeoutDuringEdit,,
506,Chapter,ChapterTests,TC506_VerifyDeleteChapterDuringPlayback,TC_506: Verify chapter delete during playback stops playback and deletes chapter,"functional,ui,regression"
507,Chapter,ChapterTests,TC507_VerifyEditDuringUpload,TC_507: Verify chapter edit during playback persists and player remains responsive,"functional,ui,regression"
508,Chapter,ChapterTests,TC508_VerifyReorderAfterDelete,TC_508: Verify chapter sequence auto-adjusts after deleting a middle chapter,"functional,ui,regression"
509,Uploader,UploaderTests,verifyLargeDataDelete,,
510,Uploader,UploaderTests,verifyLargeFileReplace,,
511,Uploader,UploaderTests,verifyMultipleClicksDelete,,
512,Uploader,UploaderTests,verifyAPIFailureHandling,,
513,Uploader,UploaderTests,verifyNetworkInterruptionDuringDelete,,
514,About/Contact,AboutUsContactUsTests,TC514_VerifyAboutUsNavigation,TC_514: Verify About Us page loads successfully when navigated from sidebar,"functional,ui,consumer"
515,About/Contact,AboutUsContactUsTests,TC515_VerifyAboutUsContent,TC_515: Verify About Us page displays visible and readable content,"functional,ui,consumer"
516,About/Contact,AboutUsContactUsTests,TC516_VerifyAboutUsPageRefresh,TC_516: Verify About Us page reloads successfully on refresh,"functional,ui,regression"
517,About/Contact,AboutUsContactUsTests,TC517_VerifyAboutUsLinks,"TC_517: Verify About Us page contains links (basic automated check, manual testing recommended)","functional,ui,low"
518,About/Contact,AboutUsContactUsTests,TC518_VerifyAboutUsGuestAccess,TC_518: Verify About Us page is accessible to guest users,"functional,ui,security"
519,About/Contact,AboutUsContactUsTests,TC519_VerifyContactUsNavigation,TC_519: Verify Contact Us page loads successfully when navigated,"functional,ui,consumer"
520,About/Contact,AboutUsContactUsTests,TC520_VerifyContactUsFormSubmission,TC_520: Verify Contact Us form submission with valid data reaches backend,"functional,e2e,consumer"
521,About/Contact,AboutUsContactUsTests,TC521_VerifyContactUsMandatoryFieldValidation,TC_521: Verify Contact Us form shows validation messages for empty form submission,"functional,ui,consumer"
522,About/Contact,AboutUsContactUsTests,TC522_VerifyContactUsMaxFieldLength,TC_522: Verify Contact Us message field handles 500 character boundary input,"functional,ui,consumer"
523,About/Contact,AboutUsContactUsTests,TC523_VerifyContactUsSpecialCharactersValidation,TC_523: Verify Contact Us form handles special character input safely,"functional,ui,security,consumer"
524,About/Contact,AboutUsContactUsTests,TC524_VerifyContactUsNetworkFailure,TC_524: Verify Contact Us form behavior under simulated network failure,"functional,ui,low"
525,About/Contact,AboutUsContactUsTests,TC525_VerifyContactUsGuestAccess,TC_525: Verify Contact Us page is accessible to guest users,"functional,ui,security"
526,About/Contact,AboutUsContactUsTests,TC526_VerifyContactUsDocumentUpload,TC_526: Verify Contact Us page exposes document upload functionality,"functional,ui,consumer"
527,About/Contact,AboutUsContactUsTests,TC527_VerifyContactUsDocumentUploadWithValidFile,TC_527: Verify Contact Us accepts and processes a valid uploaded document file,"functional,e2e,consumer"
532,Audio Player Behavior,AudioPlayerBehaviorTests,TC532_VerifyAudioPlaybackWithoutInternet,TC_532: Verify audio player behavior when network is disconnected using CDP,"functional,ui,performance"
533,Audio Player Behavior,AudioPlayerBehaviorTests,TC533_VerifyMultipleRapidPlayClicks,TC_533: Verify audio player handles multiple rapid play clicks without crashing,"functional,ui,consumer"
534,Audio Player Behavior,AudioPlayerBehaviorTests,TC534_VerifyPlaybackOnTabSwitch,TC_534: Verify audio player behavior across browser tab switches,"functional,ui,consumer"
535,Audio Player Behavior,AudioPlayerBehaviorTests,TC535_VerifyPlaybackOnBrowserMinimize,TC_535: Verify audio playback continues after browser is minimized,"functional,ui,consumer"
536,Audio Player Behavior,AudioPlayerBehaviorTests,TC536_VerifySeekBeyondDuration,TC_536: Verify audio player handles seeking beyond duration (boundary case),"functional,ui,consumer"
537,Audio Player Behavior,AudioPlayerBehaviorTests,TC537_VerifyQuickChapterSwitching,TC_537: Verify quick chapter switching stops previous audio and starts new chapter,"functional,ui,consumer"
538,Audio Player Behavior,AudioPlayerBehaviorTests,TC538_VerifyPlaybackAfterRefresh,TC_538: Verify audio player handles page refresh during playback,"functional,ui,regression"
539,Audio Player Behavior,AudioPlayerBehaviorTests,TC539_VerifyBackNavigationDuringPlayback,TC_539: Verify audio player behavior on browser back navigation during playback,"functional,ui,regression"
543,Audio Player Behavior,AudioPlayerBehaviorTests,TC543_VerifyCrossBrowserPlayback,TC_543: Verify audio playback works across supported browsers,"functional,smoke,consumer"
544,Audio Player Behavior,AudioPlayerBehaviorTests,TC544_VerifyLowBandwidthPlayback,TC_544: Verify audio player handles low bandwidth via CDP network throttling,"functional,ui,performance"
545,Audio Player Behavior,AudioPlayerBehaviorTests,TC545_VerifyMultipleTabsPlaybackConflict,TC_545: Verify only one audio plays when opened in multiple tabs,"functional,ui,consumer"
546,Audio Player Behavior,AudioPlayerBehaviorTests,TC546_VerifySessionTimeoutBehavior,TC_546: Verify audio player behavior on session timeout,"functional,ui,security"
